scaffold	pos	A.A5	A.A6	A.A7	A.A8	A.S5	A.S6	A.S7	A.S8	F.A1	F.A2	F.A3	F.A4	F.S1	F.S2	F.S3	F.S4
scaffold441|size570437	10116	16	15.625	0	14.2857142857143	20.5882352941176	10.5263157894737	6.06060606060606	14.2857142857143	12.6984126984127	27.7777777777778	7.14285714285714	21.875	21.4285714285714	36.3636363636364	13.4615384615385	37.1428571428571
scaffold441|size570437	10117	7.35294117647059	13.8461538461538	8.88888888888889	18.6813186813187	10.6382978723404	23.2558139534884	7.93650793650794	17.4418604651163	5.95238095238095	21.8978102189781	3.27868852459016	15.6521739130435	12.1621621621622	31.0344827586207	12.7906976744186	25
scaffold441|size570437	10193	9.67741935483871	28	10.7142857142857	18.5185185185185	22	14.8148148148148	7.46268656716418	27.6923076923077	10.5263157894737	26.3888888888889	7.5	15.625	15.4761904761905	36.3636363636364	12.6436781609195	40.3508771929825
scaffold441|size570437	10194	17.3333333333333	25.7425742574257	12.8571428571429	31.1926605504587	22.7848101265823	34.9397590361446	8	23.1884057971014	9.02777777777778	27.7173913043478	12.037037037037	28.3783783783784	16.7832167832168	33.3333333333333	11.7647058823529	31.6831683168317
scaffold441|size570437	10269	5.31914893617021	11.8518518518519	9.72222222222222	14.6341463414634	15.2380952380952	12.621359223301	6.2111801242236	10.1190476190476	9.09090909090909	20	1.48148148148148	24.6913580246914	14.0625	29.2929292929293	5.8252427184466	26.271186440678
scaffold441|size570437	10317	8.69565217391304	7.84313725490196	5.55555555555556	0	15.625	7.69230769230769	4.25531914893617	8.47457627118644	9.09090909090909	18.3673469387755	5.40540540540541	13.1147540983607	9.41176470588235	18.75	5.79710144927536	21.9512195121951
scaffold441|size570437	10318	11.3207547169811	9.75609756097561	6.12244897959184	14.4578313253012	12.1212121212121	27.6315789473684	5.74712643678161	10.6796116504854	10.7142857142857	18.75	1.96078431372549	21.7391304347826	14.1666666666667	34.375	7.04225352112676	25.6756756756757
scaffold441|size570437	10323	10	0	7.14285714285714	0	17.3913043478261	0	0	4.08163265306122	14.2857142857143	11.6279069767442	3.2258064516129	12.7659574468085	8	13.3333333333333	1.85185185185185	17.1428571428571
scaffold441|size570437	10324	13.0434782608696	8.21917808219178	7.14285714285714	6.25	15.0943396226415	28.5714285714286	2.53164556962025	6.89655172413793	11.4583333333333	12.0689655172414	0	19.7674418604651	15.4639175257732	25.531914893617	8.54700854700855	16.9491525423729
scaffold441|size570437	10342	0	5.88235294117647	12.5	0	20	6.25	0	7.69230769230769	11.3207547169811	13.5135135135135	4.54545454545455	9.375	10.9090909090909	11.1111111111111	3.2258064516129	19.2307692307692
scaffold441|size570437	10343	28.5714285714286	15	6.66666666666667	17.5	15.7894736842105	9.30232558139535	7.84313725490196	11.864406779661	13.3333333333333	15.5844155844156	1.61290322580645	22.0338983050847	22.0588235294118	24.3243243243243	6.49350649350649	17.3913043478261
scaffold441|size570437	10349	0	6.66666666666667	12.5	7.69230769230769	20	6.25	3.84615384615385	3.84615384615385	9.09090909090909	6.25	5.26315789473684	7.40740740740741	8.16326530612245	12.5	3.44827586206897	21.7391304347826
scaffold441|size570437	10350	21.0526315789474	15.3846153846154	16.1290322580645	12.5	18.4210526315789	31.4285714285714	4.54545454545455	11.5384615384615	12.5	16	3.63636363636364	21.4285714285714	21.875	18.75	6.84931506849315	16.2790697674419
scaffold441|size570437	10402	12.5	5.55555555555556	37.5	26.6666666666667	25	42.8571428571429	13.3333333333333	22.7272727272727	33.3333333333333	19.2307692307692	0	37.5	5.88235294117647	38.4615384615385	10.7142857142857	23.0769230769231
scaffold441|size570437	10408	12.5	4.76190476190476	33.3333333333333	21.7391304347826	22.2222222222222	33.3333333333333	10.5263157894737	20	16.6666666666667	18.5185185185185	0	20	5.55555555555556	35.7142857142857	6.06060606060606	23.0769230769231
scaffold441|size570437	10438	5.55555555555556	8	30	16	30	33.3333333333333	8	18.5185185185185	20	10.7142857142857	8.33333333333333	11.1111111111111	0	35.7142857142857	5.71428571428571	25
scaffold441|size570437	10488	6.66666666666667	18.75	20	10.5263157894737	28.5714285714286	10	5	13.0434782608696	14.2857142857143	11.1111111111111	0	25	0	44.4444444444444	4.76190476190476	25
scaffold441|size570437	10899	15.3846153846154	36.3636363636364	0	41.1764705882353	31.25	25	11.1111111111111	53.8461538461538	27.2727272727273	22.7272727272727	30	55.5555555555556	38.4615384615385	27.7777777777778	14.2857142857143	22.2222222222222
scaffold441|size570437	10900	38.4615384615385	25	9.09090909090909	52.6315789473684	40	46.6666666666667	0	37.5	14.2857142857143	27.906976744186	9.09090909090909	37.9310344827586	11.5384615384615	29.4117647058824	18.5185185185185	43.4782608695652
scaffold441|size570437	10913	15.3846153846154	40	0	42.1052631578947	31.5789473684211	15.3846153846154	17.3913043478261	46.875	24.1379310344828	25.9259259259259	25	33.3333333333333	27.7777777777778	33.3333333333333	14.2857142857143	14.2857142857143
scaffold441|size570437	10914	42.8571428571429	28.5714285714286	7.69230769230769	52.6315789473684	45.4545454545455	40	0	43.75	16.1290322580645	24.5283018867925	12.5	37.1428571428571	16.6666666666667	25	18.75	39.2857142857143
scaffold441|size570437	10962	5	40.7407407407407	0	29.0322580645161	32	32.3529411764706	8.88888888888889	25.8620689655172	19.047619047619	21.0526315789474	12.9032258064516	27.2727272727273	13.3333333333333	27.027027027027	20.7547169811321	24.4444444444444
scaffold441|size570437	10963	36.8421052631579	22.2222222222222	2.7027027027027	26.0869565217391	16.6666666666667	27.027027027027	5.88235294117647	33.3333333333333	12	19.1176470588235	12.5	30.7692307692308	14.2857142857143	32.258064516129	12.9032258064516	24.4444444444444
scaffold441|size570437	10966	0	25.9259259259259	0	37.9310344827586	16	23.5294117647059	6.52173913043478	24.0740740740741	18.3333333333333	18.4210526315789	12.9032258064516	28.125	13.7931034482759	27.7777777777778	20.3703703703704	24.4444444444444
scaffold441|size570437	10967	31.5789473684211	31.5789473684211	2.7027027027027	17.3913043478261	27.7777777777778	18.9189189189189	5.88235294117647	43.75	14	19.4029850746269	9.67741935483871	30	15.6862745098039	35.2941176470588	12.6984126984127	29.5454545454545
scaffold441|size570437	10989	0	34.7826086956522	0	29.1666666666667	21.0526315789474	35.4838709677419	5	20	5.45454545454545	12.1212121212121	3.57142857142857	13.3333333333333	11.5384615384615	25	18	21.9512195121951
scaffold441|size570437	11016	14.2857142857143	22.7272727272727	0	27.2727272727273	17.6470588235294	33.3333333333333	5.26315789473684	19.047619047619	14.0350877192982	20	11.1111111111111	18.1818181818182	8.33333333333333	22.2222222222222	16.2790697674419	22.2222222222222
scaffold441|size570437	11017	44.4444444444444	22.7272727272727	0	39.1304347826087	36.8421052631579	27.2727272727273	5.12820512820513	42.1052631578947	11.5384615384615	19.2307692307692	3.57142857142857	28.5714285714286	6.81818181818182	26.6666666666667	7.01754385964912	35.1351351351351
scaffold441|size570437	11036	4.54545454545455	11.1111111111111	0	14.2857142857143	11.1111111111111	31.5789473684211	2.56410256410256	25	13.2075471698113	16.6666666666667	8	18.5185185185185	13.6363636363636	23.8095238095238	10.2564102564103	18.75
scaffold441|size570437	11037	23.5294117647059	14.2857142857143	3.125	36	42.8571428571429	18.75	2.77777777777778	47.8260869565217	11.5384615384615	22.4489795918367	3.57142857142857	31.4285714285714	6.12244897959184	24.1379310344828	7.84313725490196	38.0952380952381
scaffold441|size570437	11058	13.6363636363636	17.3913043478261	0	25	20.8333333333333	34.7826086956522	5.26315789473684	28.5714285714286	13.4615384615385	15.1515151515152	11.5384615384615	21.2121212121212	7.40740740740741	16.6666666666667	11.9047619047619	19.3548387096774
scaffold441|size570437	11059	31.25	21.7391304347826	3.44827586206897	40.7407407407407	42.8571428571429	18.5185185185185	2.94117647058824	47.6190476190476	13.7254901960784	23.4042553191489	12.5	21.4285714285714	6.25	26.0869565217391	9.09090909090909	33.3333333333333
scaffold441|size570437	11078	12.5	12	7.69230769230769	22.2222222222222	19.2307692307692	26.6666666666667	12.8205128205128	24.3243243243243	10.3448275862069	20.5128205128205	4.16666666666667	17.6470588235294	10.7142857142857	23.3333333333333	13.3333333333333	15.1515151515152
scaffold441|size570437	11079	28.5714285714286	31.5789473684211	6.45161290322581	43.4782608695652	47.0588235294118	16	3.57142857142857	40	13.953488372093	23.0769230769231	13.6363636363636	8.69565217391304	12.5	28.5714285714286	2.63157894736842	33.3333333333333
scaffold441|size570437	11102	5.55555555555556	6.25	0	37.037037037037	27.2727272727273	30.7692307692308	12.9032258064516	35.7142857142857	14.8148148148148	21.2121212121212	11.7647058823529	16.6666666666667	13.0434782608696	29.0322580645161	17.5	14.8148148148148
scaffold441|size570437	11103	9.09090909090909	36.3636363636364	10.5263157894737	40	30	20	7.14285714285714	29.4117647058824	16	25.9259259259259	27.7777777777778	0	20	40	13.7931034482759	39.1304347826087
scaffold441|size570437	11126	7.69230769230769	25	0	34.7826086956522	25	22.7272727272727	8.33333333333333	36.3636363636364	14.2857142857143	25	8.33333333333333	9.52380952380952	15.7894736842105	26.0869565217391	16.1290322580645	13.0434782608696
scaffold441|size570437	21011	36.3636363636364	11.7647058823529	0	7.14285714285714	0	6.66666666666667	8.69565217391304	0	28.5714285714286	13.6363636363636	3.44827586206897	17.6470588235294	10	7.14285714285714	10	33.3333333333333
scaffold441|size570437	21030	33.3333333333333	9.09090909090909	0	7.14285714285714	0	6.25	13.0434782608696	7.69230769230769	25.9259259259259	17.3913043478261	2.94117647058824	13.6363636363636	12.5	7.14285714285714	9.09090909090909	22.2222222222222
scaffold441|size570437	21036	41.6666666666667	9.09090909090909	0	7.14285714285714	0	7.14285714285714	8.69565217391304	6.66666666666667	22.2222222222222	13.6363636363636	2.94117647058824	13.0434782608696	16.6666666666667	7.14285714285714	8.82352941176471	33.3333333333333
scaffold441|size570437	21039	41.6666666666667	9.09090909090909	0	7.69230769230769	0	7.14285714285714	13.0434782608696	7.14285714285714	17.8571428571429	9.09090909090909	3.03030303030303	9.09090909090909	13.0434782608696	6.66666666666667	9.09090909090909	33.3333333333333
scaffold441|size570437	21114	40	4.34782608695652	0	5.88235294117647	0	0	8	7.69230769230769	13.3333333333333	8	3.125	5	4.54545454545455	7.14285714285714	5.88235294117647	22.2222222222222
scaffold441|size570437	26633	8.33333333333333	18.1818181818182	11.1111111111111	15.3846153846154	5.55555555555556	14.2857142857143	12.5	23.0769230769231	15	45.4545454545455	0	25	18.1818181818182	0	5.88235294117647	25
scaffold441|size570437	26656	9.09090909090909	25	9.09090909090909	26.6666666666667	10	21.4285714285714	12.5	15.7894736842105	15.7894736842105	40	0	28.5714285714286	9.09090909090909	0	12.5	33.3333333333333
scaffold441|size570437	26666	10	25	16.6666666666667	20	5.26315789473684	21.4285714285714	11.7647058823529	21.0526315789474	21.0526315789474	31.25	0	35.7142857142857	18.1818181818182	0	5.88235294117647	33.3333333333333
scaffold441|size570437	26674	10	36.3636363636364	16.6666666666667	23.0769230769231	11.1111111111111	21.4285714285714	6.25	22.2222222222222	22.2222222222222	37.5	0	38.4615384615385	10	0	5.26315789473684	33.3333333333333
scaffold441|size570437	26685	10	27.2727272727273	23.0769230769231	28.5714285714286	11.1111111111111	21.4285714285714	10.5263157894737	15.7894736842105	15.7894736842105	33.3333333333333	0	35.7142857142857	18.1818181818182	0	5	33.3333333333333
scaffold441|size570437	26687	10	27.2727272727273	15.3846153846154	21.4285714285714	5.55555555555556	7.14285714285714	10.5263157894737	21.0526315789474	21.0526315789474	40	0	35.7142857142857	18.1818181818182	0	5	33.3333333333333
scaffold441|size570437	26700	20	20	11.1111111111111	18.1818181818182	7.14285714285714	20	11.1111111111111	12.5	18.75	33.3333333333333	0	36.3636363636364	20	0	5.55555555555556	28.5714285714286
scaffold441|size570437	29906	33.3333333333333	35	12.5	30	62.5	77.7777777777778	33.3333333333333	55.5555555555556	30	36	30	37.5	40	61.5384615384615	47.8260869565217	46.1538461538462
scaffold441|size570437	29941	33.3333333333333	42.8571428571429	22.2222222222222	50	47.0588235294118	77.7777777777778	30.7692307692308	44.4444444444444	27.2727272727273	39.2857142857143	38.4615384615385	75	33.3333333333333	61.1111111111111	60.8695652173913	41.6666666666667
scaffold441|size570437	29950	33.3333333333333	38.0952380952381	33.3333333333333	45.4545454545455	57.1428571428571	77.7777777777778	30.7692307692308	62.5	22.7272727272727	35.7142857142857	23.0769230769231	75	54.5454545454545	52.6315789473684	56.5217391304348	38.4615384615385
scaffold441|size570437	29953	33.3333333333333	50	22.2222222222222	45.4545454545455	42.8571428571429	77.7777777777778	23.0769230769231	50	31.8181818181818	42.8571428571429	38.4615384615385	75	54.5454545454545	57.8947368421053	59.0909090909091	46.1538461538462
scaffold441|size570437	29964	0	42.8571428571429	0	36.3636363636364	35.7142857142857	77.7777777777778	21.4285714285714	40	33.3333333333333	39.2857142857143	38.4615384615385	62.5	54.5454545454545	57.8947368421053	52.1739130434783	46.1538461538462
scaffold441|size570437	29968	33.3333333333333	47.6190476190476	20	36.3636363636364	58.8235294117647	77.7777777777778	28.5714285714286	33.3333333333333	25	46.4285714285714	38.4615384615385	75	54.5454545454545	57.8947368421053	52.1739130434783	41.6666666666667
scaffold441|size570437	29971	33.3333333333333	47.6190476190476	20	36.3636363636364	62.5	70	21.4285714285714	44.4444444444444	36.3636363636364	46.1538461538462	33.3333333333333	75	54.5454545454545	57.8947368421053	47.6190476190476	45.4545454545455
scaffold441|size570437	29976	33.3333333333333	40.9090909090909	30	30	62.5	70	28.5714285714286	50	33.3333333333333	44	41.6666666666667	66.6666666666667	36.3636363636364	63.1578947368421	50	50
scaffold441|size570437	29998	33.3333333333333	42.1052631578947	40	20	66.6666666666667	62.5	25	57.1428571428571	41.1764705882353	40.9090909090909	53.8461538461538	70	70	66.6666666666667	47.8260869565217	50
scaffold441|size570437	30002	0	50	20	30	66.6666666666667	50	10	50	50	38.0952380952381	53.8461538461538	60	60	57.1428571428571	52.3809523809524	37.5
scaffold441|size570437	30005	33.3333333333333	53.3333333333333	33.3333333333333	30	61.5384615384615	62.5	22.2222222222222	57.1428571428571	50	33.3333333333333	50	70	60	64.2857142857143	57.8947368421053	50
scaffold441|size570437	30007	33.3333333333333	46.6666666666667	33.3333333333333	30	58.3333333333333	62.5	25	57.1428571428571	53.8461538461538	35	50	60	60	69.2307692307692	57.8947368421053	14.2857142857143
scaffold441|size570437	36699	6.66666666666667	23.0769230769231	10	9.09090909090909	11.1111111111111	0	9.52380952380952	25	22.2222222222222	25	6.12244897959184	22.2222222222222	10.5263157894737	14.2857142857143	6.06060606060606	20
scaffold441|size570437	36708	0	25	8.33333333333333	9.09090909090909	5.26315789473684	0	8.69565217391304	25	21.0526315789474	25	7.69230769230769	20	10.5263157894737	14.2857142857143	8.33333333333333	18.75
scaffold441|size570437	36727	8	27.7777777777778	7.69230769230769	6.25	9.52380952380952	0	8	6.66666666666667	13.0434782608696	22.2222222222222	4.91803278688525	10.7142857142857	14.2857142857143	14.2857142857143	11.3636363636364	11.7647058823529
scaffold441|size570437	36733	8	23.0769230769231	7.69230769230769	0	9.09090909090909	7.14285714285714	10.7142857142857	11.7647058823529	12.5	21.0526315789474	5.97014925373134	10	13.6363636363636	14.2857142857143	10	15.7894736842105
scaffold441|size570437	36738	4	22.5	8.33333333333333	4.76190476190476	13.0434782608696	0	9.67741935483871	0	11.5384615384615	13.6363636363636	5.79710144927536	6.45161290322581	16	12.5	5.76923076923077	15
scaffold441|size570437	36748	14.8148148148148	12.1951219512195	0	0	16	5.26315789473684	9.375	0	13.7931034482759	9.09090909090909	2.89855072463768	9.375	16.6666666666667	20	3.77358490566038	14.2857142857143
scaffold441|size570437	36854	5.55555555555556	23.0769230769231	12	4	22.7272727272727	9.09090909090909	8.33333333333333	21.7391304347826	8.33333333333333	12.5	6.52173913043478	15	14.2857142857143	7.14285714285714	6.52173913043478	22.7272727272727
scaffold441|size570437	36855	7.69230769230769	7.31707317073171	26.6666666666667	4.54545454545455	9.52380952380952	10.5263157894737	15.3846153846154	10.6382978723404	8.10810810810811	8.69565217391304	0	10	25	12.5	2.32558139534884	11.5384615384615
scaffold441|size570437	36896	3.7037037037037	19.047619047619	12.5	10.6382978723404	17.0731707317073	9.52380952380952	14.6341463414634	14.5454545454545	13.1578947368421	28.9473684210526	9.09090909090909	7.69230769230769	11.1111111111111	24	10.9375	17.2413793103448
scaffold441|size570437	36897	13.3333333333333	12.0689655172414	14.2857142857143	7.31707317073171	10.3448275862069	4.54545454545455	24.390243902439	16.1290322580645	11.3636363636364	14.7058823529412	8.16326530612245	7.84313725490196	38.0952380952381	27.7777777777778	9.09090909090909	28.5714285714286
scaffold441|size570437	36905	6.25	20.8955223880597	6.06060606060606	8.16326530612245	17.5	9.52380952380952	17.0731707317073	12.280701754386	12.5	29.2682926829268	11.1111111111111	4.54545454545455	10.3448275862069	17.2413793103448	12.5	17.8571428571429
scaffold441|size570437	36906	15.3846153846154	14.0350877192982	18.1818181818182	5	12.5	9.52380952380952	15.3846153846154	14.2857142857143	13.6363636363636	25.8064516129032	8	13.7254901960784	45	27.7777777777778	7.84313725490196	17.2413793103448
scaffold441|size570437	36913	5.40540540540541	22.3880597014925	6.25	8.16326530612245	19.047619047619	12.5	15.3846153846154	9.09090909090909	12.1951219512195	23.8095238095238	9.52380952380952	11.3636363636364	13.7931034482759	20.6896551724138	13.6363636363636	16.6666666666667
scaffold441|size570437	36914	13.3333333333333	20.3703703703704	14.2857142857143	7.5	10	9.52380952380952	16.6666666666667	13.5593220338983	13.0434782608696	16.1290322580645	12	12.5	45	26.3157894736842	11.7647058823529	27.5862068965517
scaffold441|size570437	36948	10.2564102564103	25	17.8571428571429	10	18.1818181818182	11.4285714285714	20	8.33333333333333	12.1212121212121	13.1578947368421	5.88235294117647	0	9.09090909090909	20.8333333333333	11.5384615384615	19.047619047619
scaffold441|size570437	36949	9.09090909090909	13.8888888888889	14.2857142857143	7.89473684210526	9.09090909090909	15.3846153846154	25.9259259259259	25	20	31.5789473684211	5.40540540540541	9.375	55	35.7142857142857	10.2564102564103	31.5789473684211
scaffold441|size570437	36969	10	16.2790697674419	12.5	3.2258064516129	19.2307692307692	16.6666666666667	8	8.33333333333333	4.34782608695652	3.84615384615385	5.40540540540541	0	6.25	15.7894736842105	2.4390243902439	14.2857142857143
scaffold441|size570437	36970	0	8.33333333333333	11.1111111111111	10.7142857142857	29.4117647058824	0	20	20	20	11.1111111111111	6.38297872340426	7.40740740740741	50	11.1111111111111	12.1212121212121	36.8421052631579
scaffold441|size570437	36975	6.66666666666667	12.1951219512195	14.2857142857143	3.44827586206897	4.54545454545455	10	15	3.7037037037037	10	13.6363636363636	5.26315789473684	0	6.66666666666667	11.1111111111111	5.71428571428571	18.1818181818182
scaffold441|size570437	36976	0	8.16326530612245	6.89655172413793	2.56410256410256	5.26315789473684	5	14.2857142857143	10.4166666666667	15.1515151515152	8.82352941176471	3.38983050847458	6.25	38.7096774193548	7.14285714285714	7.5	20.8333333333333
scaffold441|size570437	36983	20	20.5882352941176	11.1111111111111	8.33333333333333	38.4615384615385	12.5	11.7647058823529	12.5	20	10	6.06060606060606	0	7.14285714285714	7.69230769230769	9.67741935483871	33.3333333333333
scaffold441|size570437	36984	5.88235294117647	11.3207547169811	16.1290322580645	11.3636363636364	25.9259259259259	11.5384615384615	22.5	25	18.1818181818182	12.2448979591837	7.04225352112676	13.953488372093	41.8604651162791	22.7272727272727	11.4754098360656	25
scaffold441|size570437	37001	9.09090909090909	11.2903225806452	17.7777777777778	8.7719298245614	16.6666666666667	19.5121951219512	21.8181818181818	24.6913580246914	15.6521739130435	13.6363636363636	5.43478260869565	11.1111111111111	44.6428571428571	19.5652173913043	6.17283950617284	19.2307692307692
scaffold441|size570437	37012	6.89655172413793	10.6666666666667	15.6862745098039	11.4285714285714	13.1147540983607	16.9811320754717	16.6666666666667	21.505376344086	16	9.33333333333333	5.83333333333333	9.85915492957746	34.2857142857143	22.4137931034483	8.91089108910891	26.5625
scaffold441|size570437	37034	29.6296296296296	26.8292682926829	25.5813953488372	5.66037735849057	25	13.6363636363636	21.875	5.40540540540541	26.6666666666667	23.5294117647059	14.2857142857143	13.0434782608696	23.6842105263158	26.3157894736842	11.1111111111111	20
scaffold441|size570437	37035	11.6279069767442	11.5702479338843	16.4556962025316	6.54205607476635	13.7931034482759	25.609756097561	26.8292682926829	14.4144144144144	14.3617021276596	15.4471544715447	6.91823899371069	11.9565217391304	31.1320754716981	24.6753246753247	12.8787878787879	21.9512195121951
scaffold441|size570437	37037	22.2222222222222	25.4901960784314	27.2727272727273	6.89655172413793	20.5882352941176	15.3846153846154	23.5294117647059	2.7027027027027	27.2727272727273	26.0869565217391	14.6341463414634	13.6363636363636	23.2558139534884	30	13.5135135135135	19.3548387096774
scaffold441|size570437	37038	13.6363636363636	11.5702479338843	13.0952380952381	9.1743119266055	13.4831460674157	21.4285714285714	25.8823529411765	19.6581196581197	15.625	15.7894736842105	6.70731707317073	13.6842105263158	33.3333333333333	23.4567901234568	12.9496402877698	23.0769230769231
scaffold441|size570437	37057	16.6666666666667	15.5844155844156	22.4137931034483	9.21052631578947	17.0212765957447	21.6216216216216	20.6896551724138	3.63636363636364	24.5283018867925	15.6626506024096	11.5942028985507	10.6382978723404	24.1935483870968	20.5882352941176	13.8888888888889	23.0769230769231
scaffold441|size570437	37058	12.2448979591837	11.4285714285714	10.989010989011	9.56521739130435	11.5384615384615	20.1923076923077	21.7391304347826	13.9705882352941	14.3589743589744	9.09090909090909	5.55555555555556	12	25.9541984732824	15.7303370786517	11.6129032258065	25.4901960784314
